Data,Ruota,1,2,3,4,5
20/02/2007,NZ,72,76,38,81,36
22/02/2007,NZ,74,11,44,10,42
24/02/2007,NZ,88,1,83,37,47
27/02/2007,NZ,78,85,67,9,2
01/03/2007,NZ,65,59,60,67,83
03/03/2007,NZ,29,23,3,87,52
06/03/2007,NZ,54,37,63,42,62
08/03/2007,NZ,59,12,77,40,64
10/03/2007,NZ,51,20,69,21,58
13/03/2007,NZ,70,67,5,4,60
15/03/2007,NZ,71,48,7,78,57
17/03/2007,NZ,35,15,72,19,73
20/03/2007,NZ,18,46,51,60,11
22/03/2007,NZ,86,31,53,37,17
24/03/2007,NZ,5,85,72,14,77
27/03/2007,NZ,17,25,6,10,30
29/03/2007,NZ,20,69,21,37,56
31/03/2007,NZ,41,6,55,37,27
03/04/2007,NZ,4,46,71,70,84
05/04/2007,NZ,71,38,12,54,87
07/04/2007,NZ,67,11,29,31,88
10/04/2007,NZ,54,23,78,44,47
12/04/2007,NZ,81,52,36,3,55
14/04/2007,NZ,64,88,43,9,86
17/04/2007,NZ,22,50,54,41,43
19/04/2007,NZ,88,12,60,42,56
21/04/2007,NZ,80,70,63,62,40
24/04/2007,NZ,40,10,75,79,42
26/04/2007,NZ,32,84,21,76,45
28/04/2007,NZ,58,19,26,21,83
02/05/2007,NZ,52,64,37,38,28
03/05/2007,NZ,3,78,76,17,12
05/05/2007,NZ,58,44,14,47,78
08/05/2007,NZ,77,87,67,46,61
10/05/2007,NZ,38,68,59,46,29
12/05/2007,NZ,6,36,31,72,60
15/05/2007,NZ,90,55,76,85,19
17/05/2007,NZ,44,68,61,55,84
19/05/2007,NZ,59,9,29,12,90
22/05/2007,NZ,31,17,71,15,49
24/05/2007,NZ,18,72,38,84,71
26/05/2007,NZ,47,60,66,23,77
29/05/2007,NZ,51,67,63,76,52
31/05/2007,NZ,18,37,45,70,71
04/06/2007,NZ,86,38,39,8,66
05/06/2007,NZ,41,66,82,29,24
07/06/2007,NZ,53,67,81,32,70
09/06/2007,NZ,23,17,73,80,61
12/06/2007,NZ,53,80,9,72,90
14/06/2007,NZ,34,89,27,77,54
16/06/2007,NZ,6,62,8,40,61
19/06/2007,NZ,27,72,28,18,26
21/06/2007,NZ,80,59,6,78,81
23/06/2007,NZ,40,22,34,38,29
26/06/2007,NZ,18,79,4,89,34
28/06/2007,NZ,22,41,70,27,79
30/06/2007,NZ,24,5,90,40,48
03/07/2007,NZ,43,80,70,9,34
05/07/2007,NZ,11,34,30,45,41
07/07/2007,NZ,3,26,11,12,85
10/07/2007,NZ,78,38,65,25,26
12/07/2007,NZ,7,63,25,50,41
14/07/2007,NZ,40,53,83,16,41
17/07/2007,NZ,46,18,21,31,6
19/07/2007,NZ,3,38,25,63,58
21/07/2007,NZ,6,77,72,30,13
24/07/2007,NZ,73,75,72,86,35
26/07/2007,NZ,55,15,39,41,8
28/07/2007,NZ,36,74,23,72,42
31/07/2007,NZ,61,9,32,52,58
02/08/2007,NZ,52,19,6,45,73
04/08/2007,NZ,22,67,86,83,55
07/08/2007,NZ,85,84,44,39,77
09/08/2007,NZ,3,39,34,49,20
11/08/2007,NZ,64,71,29,59,8
14/08/2007,NZ,18,15,84,70,60
16/08/2007,NZ,4,32,53,47,41
18/08/2007,NZ,14,57,47,13,81
21/08/2007,NZ,85,72,6,73,79
23/08/2007,NZ,67,46,38,39,33
25/08/2007,NZ,70,84,60,22,40
28/08/2007,NZ,75,10,5,90,80
30/08/2007,NZ,56,23,77,62,39
01/09/2007,NZ,31,49,32,39,13
04/09/2007,NZ,3,25,67,8,19
06/09/2007,NZ,63,57,19,85,80
08/09/2007,NZ,5,87,23,8,11
11/09/2007,NZ,5,82,73,77,80
13/09/2007,NZ,79,2,30,32,51
15/09/2007,NZ,3,34,26,17,35
18/09/2007,NZ,28,29,67,20,30
20/09/2007,NZ,48,17,34,2,58
22/09/2007,NZ,68,55,85,10,22
25/09/2007,NZ,24,40,36,17,50
27/09/2007,NZ,83,61,54,74,82
29/09/2007,NZ,35,66,68,67,79
02/10/2007,NZ,54,35,24,2,63
04/10/2007,NZ,42,80,35,54,86
06/10/2007,NZ,11,45,50,90,17
09/10/2007,NZ,20,17,6,33,30
11/10/2007,NZ,35,84,73,24,13
13/10/2007,NZ,46,85,30,77,42
16/10/2007,NZ,23,77,27,37,38
18/10/2007,NZ,27,83,52,88,9
20/10/2007,NZ,89,43,32,11,51
23/10/2007,NZ,32,55,15,61,44
25/10/2007,NZ,7,28,25,69,2
27/10/2007,NZ,73,17,47,5,45
30/10/2007,NZ,15,73,14,43,70
02/11/2007,NZ,50,10,21,9,58
03/11/2007,NZ,37,76,8,34,15
06/11/2007,NZ,66,53,17,55,15
08/11/2007,NZ,28,14,59,44,61
10/11/2007,NZ,49,86,63,57,77
13/11/2007,NZ,21,76,66,1,28
15/11/2007,NZ,11,19,38,18,82
17/11/2007,NZ,68,60,3,67,35
20/11/2007,NZ,45,3,53,27,55
22/11/2007,NZ,60,21,66,52,6
24/11/2007,NZ,60,34,43,70,30
27/11/2007,NZ,23,68,19,22,59
29/11/2007,NZ,46,88,74,22,17
01/12/2007,NZ,70,46,67,39,66
04/12/2007,NZ,13,75,33,82,29
06/12/2007,NZ,88,14,58,89,36
10/12/2007,NZ,66,39,68,37,9
11/12/2007,NZ,1,2,61,55,83
13/12/2007,NZ,52,43,74,14,69
15/12/2007,NZ,39,33,31,78,11
18/12/2007,NZ,7,71,85,69,32
20/12/2007,NZ,85,72,64,12,88
22/12/2007,NZ,48,41,44,43,90
24/12/2007,NZ,28,14,50,66,65
27/12/2007,NZ,1,84,36,75,12
29/12/2007,NZ,11,58,40,17,39
02/01/2008,NZ,14,83,59,21,65
03/01/2008,NZ,17,22,56,3,13
05/01/2008,NZ,25,52,11,44,69
08/01/2008,NZ,49,76,17,18,58
10/01/2008,NZ,21,65,3,2,12
12/01/2008,NZ,8,70,20,83,63
15/01/2008,NZ,1,42,18,24,26
17/01/2008,NZ,76,16,68,39,63
19/01/2008,NZ,15,74,29,39,75
22/01/2008,NZ,20,4,10,8,25
24/01/2008,NZ,41,64,20,48,57
26/01/2008,NZ,57,64,69,75,16
29/01/2008,NZ,21,23,60,46,86
31/01/2008,NZ,34,20,63,50,10
02/02/2008,NZ,80,74,54,41,18
05/02/2008,NZ,84,24,78,55,62
07/02/2008,NZ,9,43,34,74,62
09/02/2008,NZ,72,78,26,70,66
12/02/2008,NZ,44,77,36,26,50
14/02/2008,NZ,52,18,10,44,23
16/02/2008,NZ,52,17,66,15,32
19/02/2008,NZ,45,51,68,46,26
21/02/2008,NZ,32,35,67,9,63
23/02/2008,NZ,54,78,15,5,26
26/02/2008,NZ,50,45,38,76,22
28/02/2008,NZ,38,40,75,53,46
01/03/2008,NZ,56,57,7,27,6
04/03/2008,NZ,77,30,64,87,12
06/03/2008,NZ,11,25,26,55,74
08/03/2008,NZ,63,38,50,17,12
11/03/2008,NZ,71,58,46,43,40
13/03/2008,NZ,9,40,88,74,42
15/03/2008,NZ,82,11,58,15,6
18/03/2008,NZ,37,35,85,90,11
20/03/2008,NZ,33,32,19,30,60
22/03/2008,NZ,34,52,15,53,13
25/03/2008,NZ,58,39,82,65,7
27/03/2008,NZ,27,20,53,73,12
29/03/2008,NZ,17,74,25,79,83
01/04/2008,NZ,2,3,20,9,50
03/04/2008,NZ,36,25,59,33,71
05/04/2008,NZ,43,86,76,50,65
08/04/2008,NZ,76,15,67,25,43
10/04/2008,NZ,10,42,40,12,79
12/04/2008,NZ,33,83,67,27,3
15/04/2008,NZ,25,87,43,16,5
17/04/2008,NZ,29,15,11,27,56
19/04/2008,NZ,7,49,73,2,59
22/04/2008,NZ,58,23,26,57,78
24/04/2008,NZ,25,64,2,16,89
26/04/2008,NZ,25,48,59,20,38
29/04/2008,NZ,62,34,81,39,37
02/05/2008,NZ,58,26,46,56,24
03/05/2008,NZ,39,28,19,11,52
06/05/2008,NZ,55,5,67,37,77
08/05/2008,NZ,19,7,20,84,48
10/05/2008,NZ,50,73,33,87,57
13/05/2008,NZ,12,32,8,55,5
15/05/2008,NZ,71,59,69,51,84
17/05/2008,NZ,20,67,54,26,68
20/05/2008,NZ,49,29,50,83,78
22/05/2008,NZ,43,64,81,76,18
24/05/2008,NZ,27,52,86,76,69
27/05/2008,NZ,46,17,47,3,55
29/05/2008,NZ,78,18,72,75,8
31/05/2008,NZ,48,89,55,36,28
03/06/2008,NZ,82,33,48,8,38
05/06/2008,NZ,26,63,78,84,34
07/06/2008,NZ,64,41,58,80,71
10/06/2008,NZ,31,13,6,60,46
12/06/2008,NZ,47,16,37,65,71
14/06/2008,NZ,2,24,71,12,66
17/06/2008,NZ,2,18,8,20,19
19/06/2008,NZ,73,40,30,77,32
21/06/2008,NZ,74,83,11,39,30
24/06/2008,NZ,15,13,17,53,6
26/06/2008,NZ,75,34,3,33,42
28/06/2008,NZ,57,7,17,54,62
01/07/2008,NZ,22,76,28,10,65
03/07/2008,NZ,81,61,85,15,9
05/07/2008,NZ,1,20,27,63,44
08/07/2008,NZ,74,14,57,11,64
10/07/2008,NZ,6,53,57,25,28
12/07/2008,NZ,74,59,14,65,84
15/07/2008,NZ,68,34,41,57,38
17/07/2008,NZ,89,60,4,72,54
19/07/2008,NZ,53,40,19,81,36
22/07/2008,NZ,59,65,75,70,87
24/07/2008,NZ,18,39,72,62,42
26/07/2008,NZ,17,23,39,13,80
29/07/2008,NZ,23,9,69,59,80
31/07/2008,NZ,27,14,59,1,23
02/08/2008,NZ,48,80,7,67,17
05/08/2008,NZ,28,74,56,5,38
07/08/2008,NZ,33,9,76,25,84
09/08/2008,NZ,31,57,42,63,66
12/08/2008,NZ,51,24,18,9,83
14/08/2008,NZ,79,46,48,31,40
16/08/2008,NZ,83,8,42,19,6
19/08/2008,NZ,27,28,61,75,46
21/08/2008,NZ,25,69,75,27,78
23/08/2008,NZ,27,35,87,5,45
26/08/2008,NZ,63,88,13,65,49
28/08/2008,NZ,16,79,48,20,55
30/08/2008,NZ,29,44,61,47,74
02/09/2008,NZ,27,25,36,51,75
04/09/2008,NZ,39,87,14,26,25
06/09/2008,NZ,86,13,89,30,55
09/09/2008,NZ,83,90,33,19,86
11/09/2008,NZ,27,86,59,87,13
13/09/2008,NZ,79,39,43,31,82
16/09/2008,NZ,24,30,32,86,39
18/09/2008,NZ,56,19,5,80,22
20/09/2008,NZ,80,47,35,10,50
23/09/2008,NZ,48,17,75,20,54
25/09/2008,NZ,19,60,35,77,84
27/09/2008,NZ,10,21,80,68,26
30/09/2008,NZ,28,84,9,46,52
02/10/2008,NZ,56,14,76,36,18
04/10/2008,NZ,79,9,65,23,85
07/10/2008,NZ,44,11,38,81,80
09/10/2008,NZ,80,36,38,53,33
11/10/2008,NZ,26,41,44,15,30
14/10/2008,NZ,73,88,78,87,22
16/10/2008,NZ,58,7,17,45,75
18/10/2008,NZ,63,70,88,39,74
21/10/2008,NZ,49,57,65,67,8
23/10/2008,NZ,10,21,33,68,71
25/10/2008,NZ,67,16,52,19,4
28/10/2008,NZ,18,44,83,64,27
30/10/2008,NZ,15,18,66,79,20
03/11/2008,NZ,75,45,33,25,90
04/11/2008,NZ,51,15,76,25,81
06/11/2008,NZ,29,76,12,83,18
08/11/2008,NZ,42,6,19,40,22
11/11/2008,NZ,70,87,78,21,35
13/11/2008,NZ,48,51,59,4,34
15/11/2008,NZ,21,81,73,64,67
18/11/2008,NZ,46,59,38,27,8
20/11/2008,NZ,72,18,59,25,10
22/11/2008,NZ,17,32,62,48,1
25/11/2008,NZ,73,30,35,37,4
27/11/2008,NZ,60,6,13,63,48
29/11/2008,NZ,68,62,30,50,29
02/12/2008,NZ,6,47,79,76,61
04/12/2008,NZ,34,58,73,39,26
06/12/2008,NZ,85,73,27,19,74
09/12/2008,NZ,45,62,38,67,42
11/12/2008,NZ,65,43,12,31,85
13/12/2008,NZ,11,48,56,36,64
16/12/2008,NZ,39,8,56,44,53
18/12/2008,NZ,43,38,36,52,72
20/12/2008,NZ,14,27,1,80,77
23/12/2008,NZ,52,68,16,25,55
24/12/2008,NZ,56,14,88,5,65
27/12/2008,NZ,1,76,87,22,58
30/12/2008,NZ,52,44,9,10,40
02/01/2009,NZ,34,25,1,55,56
03/01/2009,NZ,51,78,33,47,71
07/01/2009,NZ,16,43,70,55,33
08/01/2009,NZ,33,27,52,77,63
10/01/2009,NZ,64,3,71,17,8
13/01/2009,NZ,28,53,30,39,15
15/01/2009,NZ,76,46,3,90,89
17/01/2009,NZ,36,69,85,52,75
20/01/2009,NZ,7,68,66,2,21
22/01/2009,NZ,78,58,43,6,82
24/01/2009,NZ,13,39,28,30,72
27/01/2009,NZ,66,44,30,22,38
29/01/2009,NZ,51,81,38,6,31
31/01/2009,NZ,85,43,68,80,47
03/02/2009,NZ,13,25,44,85,16
05/02/2009,NZ,56,24,76,77,4
07/02/2009,NZ,71,86,2,53,52
10/02/2009,NZ,9,24,52,18,64
12/02/2009,NZ,4,88,2,74,12
14/02/2009,NZ,13,5,11,9,21
17/02/2009,NZ,78,15,50,17,36
19/02/2009,NZ,17,82,33,40,29
21/02/2009,NZ,34,31,83,48,61
24/02/2009,NZ,90,4,83,30,17
26/02/2009,NZ,56,20,29,40,88
28/02/2009,NZ,14,26,10,19,54
03/03/2009,NZ,12,25,83,26,39
05/03/2009,NZ,40,53,13,73,41
07/03/2009,NZ,57,72,64,55,31
10/03/2009,NZ,79,44,57,17,51
12/03/2009,NZ,6,84,19,41,66
14/03/2009,NZ,17,42,80,54,41
17/03/2009,NZ,64,23,3,65,26
19/03/2009,NZ,38,59,27,4,35
21/03/2009,NZ,26,33,11,10,53
24/03/2009,NZ,20,32,66,36,15
26/03/2009,NZ,12,54,49,67,33
28/03/2009,NZ,75,14,67,2,50
31/03/2009,NZ,16,7,84,77,67
02/04/2009,NZ,3,44,38,4,77
04/04/2009,NZ,55,45,17,4,69
07/04/2009,NZ,16,11,32,44,68
09/04/2009,NZ,21,38,11,43,17
11/04/2009,NZ,60,38,45,80,39
14/04/2009,NZ,4,11,17,86,8
16/04/2009,NZ,28,25,75,62,53
18/04/2009,NZ,80,57,13,68,87
21/04/2009,NZ,88,45,74,1,24
23/04/2009,NZ,57,46,38,33,6
27/04/2009,NZ,70,90,41,54,76
28/04/2009,NZ,36,19,29,11,63
30/04/2009,NZ,22,14,85,8,89
02/05/2009,NZ,62,8,60,22,4
05/05/2009,NZ,36,51,69,1,10
07/05/2009,NZ,67,17,6,2,16
09/05/2009,NZ,47,35,59,24,10
12/05/2009,NZ,2,61,4,81,48
14/05/2009,NZ,54,20,7,89,1
16/05/2009,NZ,52,40,30,68,5
19/05/2009,NZ,33,45,13,12,1
21/05/2009,NZ,15,71,41,89,65
23/05/2009,NZ,12,56,13,33,48
26/05/2009,NZ,50,19,48,7,45
28/05/2009,NZ,49,1,14,2,75
30/05/2009,NZ,2,68,89,5,50
03/06/2009,NZ,71,17,63,88,44
04/06/2009,NZ,22,57,39,12,5
06/06/2009,NZ,20,78,51,11,46
09/06/2009,NZ,45,69,75,26,8
11/06/2009,NZ,15,74,68,34,23
13/06/2009,NZ,78,18,7,87,65
16/06/2009,NZ,61,84,22,49,1
18/06/2009,NZ,46,42,84,61,29
20/06/2009,NZ,74,6,11,65,66
23/06/2009,NZ,53,55,83,1,48
25/06/2009,NZ,81,65,4,68,3
27/06/2009,NZ,39,42,48,40,5
30/06/2009,NZ,87,39,23,41,25
02/07/2009,NZ,72,12,39,19,7
04/07/2009,NZ,86,26,36,1,68
07/07/2009,NZ,75,40,20,83,26
09/07/2009,NZ,14,24,49,33,8
11/07/2009,NZ,58,65,39,30,52
14/07/2009,NZ,52,38,51,82,22
16/07/2009,NZ,81,70,69,1,58
18/07/2009,NZ,39,44,69,81,84
21/07/2009,NZ,80,6,76,79,53
23/07/2009,NZ,34,71,61,3,73
25/07/2009,NZ,81,10,53,70,85
28/07/2009,NZ,49,33,75,88,60
30/07/2009,NZ,68,52,78,3,54
01/08/2009,NZ,78,18,37,36,12
04/08/2009,NZ,6,39,1,15,81
06/08/2009,NZ,30,44,59,43,11
08/08/2009,NZ,43,50,45,4,52
11/08/2009,NZ,70,27,77,22,28
13/08/2009,NZ,10,26,16,80,42
